word,weight
感到,0.0030019029008296286
担忧,0.0031051125297071
尤其,0.0027168660976737446
今天,0.00282053008432666
多地,0.004310344827586207
多次,0.002418147281780003
重申,0.003971382089103723
立场,0.002261445016541126
始终,0.001554698964041146
主张,0.0035528437470106282
主权,0.005091446678813962
领土完整,0.004031266163873376
应该,0.004537253977980754
尊重,0.004842490905179682
联合国,0.0033073537273393167
宪章,0.0029611880114108475
宗旨,0.002755551902150679
遵守,0.002714756294886884
合理,0.004393471920254966
安全,0.0
关切,0.0016511033099683237
重视,0.0028500123262144234
有利于,0.0030091905332990925
和平解决,0.002962835274927671
危机,0.002341156674179363
努力,0.002202329662055367
支持,0.002271711672533394
各方,0.0022599741012208994
对话,0.001745598710302513
协商,0.004763057751672835
妥善解决,0.00281067848042607
分歧,0.003022098232617933
愿意,0.00535899688338962
继续,0.0
推动,0.0
发挥,0.0024751959502114815
建设性,0.0040830957098971065
作用,0.0020193252611020334
法新社,0.003137361753176785
朝鲜,0.007448821869165048
领导人,0.00380427765086464
表示,0.0
最近,0.002587987145830197
导弹,0.0021551724137931034
试验,0.0027626216709932807
包括,0.001580317216923762
模拟,0.0021551724137931034
打击,0.0035095093980011564
韩国,0.004835840184756014
战术,0.0021551724137931034
核,0.002411397443163981
演习,0.0026172473521156618
近期,0.004237021103747431
美日韩,0.0030793184610806326
持续,0.0014206360079271243
举行,0.0025594729915705263
联合,0.004061758183398975
军事演习,0.0030388416837032984
半岛,0.005947971926217062
没有,0.0007991252681238241
变化,0.003378795669637295
政治,-0.0014605067361478333
解决,0.0031134825857703223
积极,0.0018813733428642437
是否,0.001939520729897856
认为,0.0033751413080992136
一系列,0.003439495852059044
采取,0.002309290971602552
举措,0.004308120020961318
刚刚,0.0034816539258053255
表明,0.0037806032183175537
坚持,0.001636278062107458
谈判,0.004621846132065038
方向,0.002633189043073562
共同,0.0015836549235349181
升级,0.0027174271587915673
同俄乌,0.0021551724137931034
保持,0.0
沟通,0.0033063876452915013
总台,0.0013944754868243918
央视,0.00173929175565296
国家统计局,0.0019778828100213996
近十年,0.0032815358811358283
中国,0.0
世界,0.0
平均,0.0063470192970256955
贡献率,0.0045851889522502565
位居,0.002568361392489719
首位,0.0015822784810126582
面对,0.002486326395817247
全球,0.005983064021112991
形势,0.0031749820000255414
不确定性,0.0025848182955196335
上升,0.0038469840131218893
特别,0.0032430767626746623
新冠,0.0032187773974302384
肺炎,0.002655628445052822
疫情,0.0027632919792104265
冲击,0.0029769285863070695
保持稳定,0.0020722246578162183
复苏,0.0032970603270024044
作出,0.0024244341308626394
贡献,0.002460422898735571
请问,0.004934029416223476
进一步,0.004454509625078831
介绍,0.002537520240929062
情况,0.004009341540442922
增长率,0.0015822784810126582
6.6,0.0017763488490515017
％,0.010185397316371938
居,0.0022972199826118683
主要,0.003207708290285223
经济体,0.005400526671869175
前列,0.0023532183462027325
远高于,0.0019393851243122051
2.6,0.0015822784810126582
同期,0.0019778828100213996
增速,0.003405667325314437
3.7,0.0015822784810126582
38.6,0.0015822784810126582
超过,0.002977347521383466
七国集团,0.0031566083365218533
国家,0.0
总和,0.0019778828100213996
去年,0.0026450740870185476
GDP,0.0015822784810126582
占,0.0032455598407520876
经济总量,0.0019778828100213996
比重,0.0019778828100213996
18.5,0.0015822784810126582
十年,0.0033860450439402888
前,0.005741003908408747
提高,0.0025964274310585574
7.2,0.0019778828100213996
百分点,0.0019778828100213996
对外贸易,0.0015822784810126582
总额,0.002478414031882004
6.9,0.0015822784810126582
万亿美元,0.0015822784810126582
56.8,0.0015822784810126582
稳居,0.0018679741265557426
第二,0.002787758254110264
第一,0.003108100493862767
贸易国,0.0015822784810126582
长期,0.002505700534331803
基本面,0.0015822784810126582
不会,0.0036224141336518804
改变,0.0037984830211370765
开放,0.0031761292992760664
大门,0.002480021484140698
关闭,0.0019778828100213996
包容,0.004441298082327642
不断扩大,0.0023499998768883403
高水平,0.0029468022623928636
对外开放,0.0030791688601824324
分享,0.0026138553912417248
红利,0.0015822784810126582
强劲,0.0022620082908760245
平衡,0.0021269693424135145
更多正,0.0031645569620253164
能量,0.003695797576787807
塔斯社,0.0019857272680677872
昨天,0.00358264357224978
发生爆炸,0.0015822784810126582
燃起,0.0015822784810126582
大火,0.0015822784810126582
三人,0.0015822784810126582
死亡,0.002192617719374116
公路桥,0.0015822784810126582
部分,0.0031047983649035845
路段,0.0015822784810126582
受损,0.0015822784810126582
坍塌,0.0015822784810126582
此后,0.0015822784810126582
办公室,0.0022181408727697375
顾问,0.0017763488490515017
波,0.0015822784810126582
利亚克,0.0015822784810126582
仅仅,0.0015822784810126582
一个,0.0015701869702657422
射导,0.004746835443037975
早些时候,0.001975683039258245
发射,0.0027023849103421657
两枚,0.0015822784810126582
弹道导弹,0.002235309664936454
第七次,0.0015822784810126582
频繁,0.0015822784810126582
周边,0.002675525642695055
搞,0.004574125849566979
军演,0.002592185295577036
国防,0.0015822784810126582
省,0.002621959414989165
表态,0.003611463253322975
均衡,0.003256427800569287
美方,0.004876450120342141
应,0.00129605792781756
言行一致,0.0015822784810126582
敌意,0.0015822784810126582
落到,0.0015822784810126582
重启,0.0037363215903759095
意义,0.004448469005398953
创造条件,0.0030475127542945474
总理,0.0030715017908033416
夏,0.003224928886564928
巴兹,0.003224928886564928
日前,0.0025455122229517345
中国共产党,0.00450934537659102
中国政府,0.0014509083841753264
中国红十字会,0.0015822784810126582
中国人民解放军,0.0017763488490515017
洪灾,0.005602022430628079
灾民,0.0017840663311402703
提供援助,0.0015822784810126582
深表,0.0023532183462027325
感谢,0.0025528657930356507
情谊,0.003246490580509942
生动,0.0015822784810126582
展示,0.0018460551388855403
之后,0.002432295181997057
时间,0.003227941177745764
响应,0.0019955597024276656
致电,0.0015822784810126582
慰问,0.0019393851243122051
时刻,0.0017763488490515017
记挂着,0.0015822784810126582
灾区,0.0029414543459032032
巴铁,0.0017840663311402703
朋友,0.0031671150351867757
灾情,0.0020892857104205962
需求,0.002177487615573545
支援,0.0015822784810126582
救灾,0.002055785448845207
赈灾,0.0027448928511919542
体现,0.003122243213172479
出全,0.0015822784810126582
政府,0.003669819467693744
全,0.003695231078289357
全方位,0.0021083741823605664
速度,0.002582021947676599
快,0.002223980593043528
规模,0.0024318214236707008
力度,0.0019428375093955136
强,0.002172188284592941
突出,0.0019212758154504995
特点,0.002582021947676599
事实,0.004286872073961048
一再,0.002502864612190737
证明,0.0025770700310583368
患难与共,0.002223980593043528
真,0.001982325839602335
同甘共苦,0.001982325839602335
兄弟,0.004069324557687935
两国人民,0.002957783884512957
友谊,0.0024916471604973624
历经,0.0018679741265557426
风云变幻,0.0018679741265557426
考验,0.0018679741265557426
双方,0.0054430745860178055
宝贵财富,0.0015822784810126582
目前,0.0032095173492244175
正,0.002638106519661717
救灾物资,0.0025980430162121726
落实,0.003430692604354097
灾后,0.0019428375093955136
重建,0.0033047986805458777
各项,0.0034271541054947748
工作,0.003807735851189743
密切,0.0027058463050283967
相信,0.002486776686499913
一定,0.002235309664936454
早日,0.0035502742895218583
战胜,0.002502674271319772
升华,0.002145235033263886
中新社,0.002508949014586755
伊朗,0.007301819468047185
国内,0.005135951065316137
借口,0.003059511840661394
援引,0.0018679741265557426
国内法,0.0015822784810126582
制裁,0.00603396029915815
伊方,0.0015822784810126582
官员,0.002784358054913823
威胁,0.0033186129859337356
措施,0.0035470786465280984
指责,0.0024930791131420947
挑动,0.0019212758154504995
矛盾,0.0023208714548252473
一贯,0.002180792591176537
反对,0.0017676142828729733
施加,0.0015822784810126582
非法,0.00362763034964848
单边制裁,0.003558033008699628
任何借口,0.0015822784810126582
干涉,0.0025750404256952783
政,0.0015822784810126582
打着,0.0018314792990107931
旗号,0.0017763488490515017
别国,0.0030921632426010553
策动,0.0015822784810126582
所谓,0.0030825950260665327
颜色,0.0015822784810126582
革命,0.0015822784810126582
射导同,0.0015822784810126582
朝方,0.002383768318662082
进行,0.0024376870224147628
特斯拉,0.0019393851243122051
公司,0.003241252642125593
创始人,0.0019393851243122051
马斯克,0.003243038195426634
台湾,0.007231349265970464
言论,0.004210062169519043
引发,0.0037642526418574978
广泛,0.002852371238800843
关注,0.0040933495920170496
陆委会,0.0015822784810126582
称,0.002670600523570114
不可,0.0015822784810126582
接受,0.004276972657223211
有无,0.002227317578899539
原则立场,0.0015822784810126582
台海,0.004103153825369328
紧张,0.0028945672193637466
动荡,0.0022922968744813906
根源,0.0022434131308230764
民进党,0.004904207642241542
当局,0.004904207642241542
勾连,0.0021020142542000084
外部,0.0030770122442664092
势力,0.0037142293333516235
谋,0.0038236127223140047
独,0.001982325839602335
挑衅,0.003059511840661394
坚决,0.002696422018824922
台独,0.003101057033017212
分裂,0.003817299056643751
维护,0.001987273761025981
和平,0.0013037409519165242
我愿,0.002208757802542613
强调指出,0.0015822784810126582
和平统一,0.004105713177055277
一国两制,0.003243038195426634
基本方针,0.0019393851243122051
实现,0.0034835634764202074
统一,0.003916583665351729
最佳,0.0015822784810126582
方式,0.002802876746606692
确保,0.002934145797617951
国家主权,0.0028430992988982056
利益,0.0041015579786290385
前提,0.0017840663311402703
行政区,0.0019393851243122051
实行,0.0015822784810126582
高度,0.002866880877937191
自治,0.0015822784810126582
台湾同胞,0.003375877728930647
社会制度,0.0020024523529093737
生活,0.0023778646621608677
充分,0.004083711990266531
合法权益,0.0019899202584352247
保障,0.0035376258760606203
损害,0.00242807440363191
正当,0.0031404718785887796
只会,0.0023911720143140356
带来,0.0026510097869607754
更,0.004198351539707613
机遇,0.003278777371421266
亚太地区,0.0027265043100569587
繁荣,0.00500339119247173
注入,0.0027365202923060675
乐意,0.0015822784810126582
看到,0.002783419529590055
越来越,0.0024397338316390627
人士,0.0029985343893132025
理解,0.0029252110240825233
根本,0.002359257135996085
不值一驳,0.0015822784810126582
不了,0.002588064978335381
领土,0.0032130841713262437
不可分割,0.003594377704691832
一部分,0.0037886502388656818
基本,0.0028390183913323845
澳亚,0.0015861924042721962
卫视,0.0024535380220879754
部长,0.004832306705116758
助理,0.0015432098765432098
华春莹,0.0015432098765432098
社交,0.003193117146498921
媒体,0.009000323481473522
连发,0.0007716049382716049
13,0.002262676104996456
张,0.0007716049382716049
图片,0.0015432098765432098
印,0.006843263663052233
斯里兰卡,0.0007716049382716049
泰国,0.0023148148148148147
老挝,0.0007716049382716049
阿尔及利亚,0.0007716049382716049
马拉维,0.0007716049382716049
苏丹,0.0007716049382716049
刚果,0.0007716049382716049
金,0.0007716049382716049
卡塔尔,0.0015593965609828875
科威特,0.0015593965609828875
塔吉克斯坦,0.0020977803503784043
11,0.0024947723226051554
货币,0.002309731904464413
基础设施,0.002870987307587262
共同点,0.0007716049382716049
制造,0.003325069069702623
推特,0.0007716049382716049
确实,0.001930588455091354
网友,0.0007716049382716049
纷纷,0.0007716049382716049
点赞,0.0015432098765432098
印在,0.0007716049382716049
港口,0.0019106485446766387
发电站,0.0007716049382716049
清真寺,0.0007716049382716049
议会,0.00194349407453937
大厦,0.001307762021341593
体育场,0.0007716049382716049
图书馆,0.0007716049382716049
靓丽,0.0007716049382716049
名片,0.0007716049382716049
发展中国家,0.007495325062515273
金字招牌,0.0007716049382716049
致力于,0.00317874132887371
改善,0.0029713965447910294
民生,0.002523861953573286
实实在在,0.0023064395008172865
民众,0.006408236389699123
欢迎,0.0025960464717758682
实际行动,0.0019819718909347625
践行,0.0036425481571444596
站,0.003353126894066976
一起,0.001778613896484957
诺言,0.0007716049382716049
高兴,0.0016543074322831167
重点项目,0.0015432098765432098
取得,0.0024999107885625075
连接,0.001274916491478862
柬埔寨,0.0034495158217012563
金边,0.0007716049382716049
西哈努克,0.001253354797533848
港,0.001253354797533848
金港,0.0007716049382716049
高速公路,0.0023148148148148147
通车,0.0007716049382716049
试运营,0.0007716049382716049
这是,0.0045457896585491715
第一条,0.0015432098765432098
柬,0.0007716049382716049
标志,0.0017078915090963371
进入,0.0025183112248967146
沙特阿拉伯,0.001307762021341593
吉赞,0.0007716049382716049
商业港,0.0007716049382716049
开港,0.0007716049382716049
仪式,0.003858572792779449
企业,0.004346839393753953
沙特,0.002341002651980664
设计,0.0007716049382716049
建造,0.0007716049382716049
参与,0.00293758257661473
第一个,0.003884264882750556
吉赞省,0.0007716049382716049
西南地区,0.0007716049382716049
便利,0.0007716049382716049
马尔代夫,0.002195128614180664
维拉,0.0007716049382716049
纳,0.0007716049382716049
机场,0.0023505568795254552
启用,0.0007716049382716049
4F,0.0007716049382716049
级,0.0023286952195217194
跑道,0.0007716049382716049
现代化,0.001926442623457285
水飞,0.0007716049382716049
航站楼,0.0007716049382716049
满足,0.001274916491478862
空客,0.0007716049382716049
A380,0.0007716049382716049
大型,0.0007716049382716049
飞机,0.001434093236283357
起降,0.0007716049382716049
要求,0.0036760221755919283
提升,0.0029220137286039456
游客,0.0007716049382716049
接待,0.0018357851618368676
能力,0.003680491601348078
倡议,0.005604392445809951
稳步,0.0018261100509979712
推进,0.002974237924879568
做,0.003601937685520317
实事,0.0014007355266836808
好事,0.0007716049382716049
听到,0.0007716049382716049
好消息,0.0007716049382716049
金融时报,0.0007716049382716049
采访,0.003937439203266287
时称,0.0007716049382716049
紧张局势,0.0029053181127051317
解决方案,0.0013144048216856834
设立,0.0025508841832169627
内政,0.0038312208065073667
明确,0.0032182625137127585
诚意,0.0011161453132236187
努力实现,0.0011161453132236187
两岸,0.0018784195970292339
粉碎,0.0007716049382716049
图谋,0.00360097937994284
捍卫,0.0025791122101704762
香港,0.00450156911513913
评社,0.0007716049382716049
外交政策,0.0019106485446766387
协会,0.0011161453132236187
商机,0.0027055573426789103
呼吁,0.0026375870724837805
美,0.005718865363357042
政策,0.004921993190656315
制定者,0.0007716049382716049
转变,0.0007716049382716049
对华,0.004488606252399364
错误,0.0025917578465361633
认知,0.0023381919059295977
正确看待,0.0010182337899407288
加强,0.003096121768068313
经贸合作,0.0033055190364543376
读,0.0007716049382716049
这份,0.003029776985099415
观点,0.0007716049382716049
印象,0.0007716049382716049
深刻,0.0011781341209688885
经贸,0.0038328386970926526
联系,0.002155141292147531
投资,0.0057293651307864174
信心,0.0014773140153472343
持续上升,0.0007716049382716049
加征,0.0007716049382716049
关税,0.0015432098765432098
损人不利己,0.0007716049382716049
客观,0.004352875942175152
看待,0.0025383899066505544
制定,0.002098314995356834
正确,0.00403100823035228
对华政策,0.0026778984050715186
近来,0.0016176407159001114
商界,0.0007716049382716049
学界,0.0007716049382716049
中美合作,0.0019456938453025247
贸易,0.004456750666388382
全国,0.0036464245277205674
委员会,0.0050603943333791266
美国商会,0.001984191531011719
机构,0.007523248338482719
均,0.0013239787345641384
不要,0.0038094078303617107
脱钩,0.0007716049382716049
美国政府,0.0023281817263248374
降低,0.002177551976826231
据统计,0.0012713900010487792
2000,0.0017304900513629594
直接,0.0023303181061945927
收益率,0.0015432098765432098
14.7%,0.0007716049382716049
海外,0.002276911982306879
9.7%,0.0007716049382716049
上半年,0.002205851061389174
总值,0.0007716049382716049
同比,0.003392189663866986
12.7%,0.0007716049382716049
实际,0.0011084278311348501
26.1%,0.0007716049382716049
说明,0.0032698780852342263
意愿,0.0027796611503618633
互惠互利,0.0007716049382716049
决策者,0.0011161453132236187
倾听,0.0011161453132236187
工商界,0.001434093236283357
学术界,0.0007716049382716049
理性,0.0022586434121147705
声音,0.0019082515948090424
再用,0.0015432098765432098
零,0.0032670353965142144
博弈,0.0024906000184056424
过时,0.0007716049382716049
思维,0.0007716049382716049
处理,0.0029054340384855066
中美关系,0.007811009614205002
指导,0.0020538193870089966
相互尊重,0.00253789224639629
和平共处,0.0031947404961669757
回到,0.001434093236283357
健康,0.0025486048580795778
轨道,0.0023188959774966917
上来,0.0007716049382716049
深圳,0.0024402712623280425
福岛,0.0015593965609828875
核电站,0.002195128614180664
方,0.0030988917771015596
东京,0.0024380139026106773
电力公司,0.002195128614180664
近几年,0.0007716049382716049
参访,0.0007716049382716049
时,0.0030873882066400743
演示,0.0007716049382716049
放射,0.0007716049382716049
剂量,0.0007716049382716049
仪测,0.0007716049382716049
不出,0.0007716049382716049
放射性,0.0015432098765432098
氚,0.0007716049382716049
只能,0.002322123800914013
浓度,0.0015593965609828875
限度,0.0015432098765432098
铯,0.0007716049382716049
产生,0.0017596113020925553
反应,0.0007716049382716049
以此,0.001462949664587655
参观者,0.0007716049382716049
夸大,0.0007716049382716049
宣传,0.0023400876355062134
污水,0.0007716049382716049
安全性,0.0007716049382716049
篡改,0.0007716049382716049
隐瞒,0.0007716049382716049
方面,0.003646271047712429
劣迹,0.0007716049382716049
日方,0.006718403073684911
核污染,0.00623758624393155
水排,0.003754525175163552
海,0.003118793121965775
方案,0.004734753337419124
正当性,0.0007716049382716049
可靠性,0.0015593965609828875
净化,0.002483061068767998
装置,0.002036890598831406
有效性,0.0017830787848783186
环境影响,0.0015593965609828875
一直,0.003738830368082219
存在,0.003212794188127488
严重,0.005328552868536762
海对,0.0007716049382716049
海洋,0.0015593965609828875
生态环境,0.0015432098765432098
食品安全,0.0007716049382716049
人类,0.0016679430625612885
潜在,0.001274916491478862
危害,0.0015104665527101292
不容忽视,0.0007716049382716049
关乎,0.0007716049382716049
日本,0.004300266331335263
健康权,0.0014395851452470999
涉及,0.0036593452902829093
环,0.0007716049382716049
太平洋,0.012242202449472904
权益,0.001462949664587655
再次,0.003024421177011359
敦促,0.0029048260466191344
正当合理,0.0014891489591603974
邻国,0.0018930497192584184
在内,0.003960809797858341
攸关,0.0018949159135387443
停止,0.002927856212770995
强推,0.0015593965609828875
科学,0.0025291098642657482
公开,0.0024542311470172034
透明,0.002492887270392934
处置,0.00189010303834726
水,0.002483061068767998
韩联社,0.0024166051874287002
今日,0.001253354797533848
韩美,0.0015432098765432098
批评,0.0011161453132236187
想,0.003028783742184174
强调,0.002764320354118
敏感,0.002115651883931977
复杂,0.002467828000942523
避免,0.0034000592767304202
刺激性,0.0007716049382716049
言行,0.0007716049382716049
湖北,0.0019685638926316175
广电,0.0019685638926316175
东北部,0.0011084278311348501
农磨,0.0015432098765432098
南浦,0.0015432098765432098
府,0.0015432098765432098
一家,0.0007716049382716049
幼儿园,0.0007716049382716049
20,0.004371496343945242
余名,0.0007716049382716049
幼童,0.0007716049382716049
38,0.0007716049382716049
受伤,0.0023683784752536307
震惊,0.0007716049382716049
遇难者,0.0026288096433713668
深切,0.001764374164080405
哀悼,0.002139808522589325
家属,0.0013144048216856834
人员,0.003124488894894695
致以,0.0007716049382716049
诚挚,0.0007716049382716049
美国商务部,0.0007716049382716049
宣布,0.0032784212229422824
芯片,0.0011781341209688885
出口,0.002056906767988431
管制,0.0015432098765432098
旨在,0.0021439992689134464
阻止,0.001974951624395062
获取,0.0007716049382716049
技术,0.0037674570438570323
周四,0.0027765328823274203
大疆,0.0007716049382716049
家,0.004386940706714954
列入,0.0011084278311348501
黑名单,0.0007716049382716049
上述,0.0021421130103551566
决定,0.003457309355074337
回应,0.003042385305087703
科技,0.00854087369926856
霸权,0.0027192558083220177
需要,0.002527637346418867
滥用,0.0011084278311348501
恶意,0.0023035286408610647
封锁,0.0015432098765432098
打压,0.0024559165179075387
这种,0.002641697880951785
做法,0.002702688760118533
背离,0.0007716049382716049
公平竞争,0.002262938256511112
违反,0.0031983399938008764
国际经贸,0.001592368457846773
规则,0.004397946096292084
正当权益,0.0007716049382716049
影响,0.0028933309773585816
阻碍,0.0023787303499220296
科技交流,0.0011781341209688885
产业链,0.004825400962056703
供应链,0.005670250285060343
恢复,0.00277875270565443
政治化,0.002114566661300543
工具化,0.0007716049382716049
武器化,0.0014773140153472343
阻挡,0.002092420611297095
反噬,0.0011161453132236187
印度,0.004795317672279428
教徒,0.001200053108639091
报,0.0015420408058535071
理事会,0.0054117528694927666
未,0.0018386667786258815
涉疆,0.004898422818595106
草案,0.0015432098765432098
答记者问,0.0007716049382716049
投,0.0007716049382716049
弃权票,0.0007716049382716049
新疆,0.004250822892349532
应当,0.0037922429011875824
妥善处理,0.002117084700528351
相关,0.0018249325198309405
反暴恐,0.0013144048216856834
极端化,0.0013144048216856834
反分裂,0.0016870750829115714
艰苦,0.0007716049382716049
连续,0.002344374634467083
暴恐,0.0007716049382716049
各族人民,0.0007716049382716049
投票,0.001200053108639091
广大,0.0023007302713840645
严正,0.0017012572380959582
公道,0.0007716049382716049
人心,0.0007716049382716049
得逞,0.002912251170101734
凤凰卫视,0.0016241879076229072
澳大利亚,0.0034832493897293173
战略,0.0022723954265402684
研究所,0.001434093236283357
驻,0.002780949934859515
所罗门群岛,0.004320182881294614
外交官,0.0025304197228936
开展,0.0019509710177492597
虚假,0.004001320722192306
活动,0.004386212923674226
成功,0.004159865728813875
转载,0.0007716049382716049
新闻稿,0.001764374164080405
官方,0.002211078127274912
文章,0.0024820126961296934
公众,0.0011781341209688885
舆论,0.0015965585732494606
负面,0.0023026702187947507
49%,0.0007716049382716049
降至,0.0007716049382716049
29%,0.0007716049382716049
正面,0.0015432098765432098
升至,0.0015432098765432098
41%,0.0007716049382716049
西方,0.0073567799372249556
18%,0.0007716049382716049
建交,0.0033317434951802933
三年,0.0017043555823084366
平等,0.00513885345618906
相待,0.001994822432776968
大力,0.0016852973282860807
友好,0.004057846763197865
交流,0.0034046799141031025
务实,0.0035977484941861777
看得见,0.0007716049382716049
摸得着,0.0007716049382716049
丰硕成果,0.0022804205232436086
很多,0.0016767766411382664
好处,0.0013425738946170867
变得,0.0007716049382716049
更加,0.0028720225186405434
根本原因,0.0016852973282860807
两国,0.0046014525059922895
不断,0.0029824155459617706
源头活水,0.0007716049382716049
岛国,0.021158665664977046
赢得,0.0015965585732494606
赞誉,0.001434093236283357
良好,0.0018884619996341991
口碑,0.0007716049382716049
脚踏实地,0.0007716049382716049
干,0.0007716049382716049
最有,0.0017671107937678892
发言权,0.0013144048216856834
资格,0.0019053161970380152
造谣生事,0.0007716049382716049
真心实意,0.001274916491478862
清清楚楚,0.002342868622710244
罔顾,0.0027600431540139732
蓄意,0.0007716049382716049
挑拨,0.0007716049382716049
效果,0.0011084278311348501
CGTN,0.0007716049382716049
布基纳法索,0.0030864197530864196
今年以来,0.0024298737847555044
第二次,0.0007716049382716049
政变,0.0015432098765432098
军人,0.0007716049382716049
免除,0.0007716049382716049
过渡,0.0023148148148148147
解散,0.0007716049382716049
计划,0.003613258626245141
召开,0.0021303281340197184
有生力量,0.0007716049382716049
大会,0.003536034338003592
推举,0.0007716049382716049
方有何,0.0014773140153472343
布方,0.0007716049382716049
西非,0.0007716049382716049
共同体,0.004986048916152556
达成,0.002903834086247965
过渡期,0.0007716049382716049
安排,0.0017134433575212717
